target_child_name,speaker_role,type,grouped_age_interval,start_age_in_months,num_senses,multiple_senses
Alex,Caregiver,airplane+n,"(30,36]",30,1,FALSE
Alex,Caregiver,all+r,"(18,24]",18,1,FALSE
Alex,Caregiver,all+r,"(24,30]",24,1,FALSE
Alex,Caregiver,all+r,"(30,36]",30,1,FALSE
Alex,Caregiver,all+r,"(36,42]",36,1,FALSE
Alex,Caregiver,alligator+n,"(18,24]",18,1,FALSE
Alex,Caregiver,alligator+n,"(24,30]",24,1,FALSE
Alex,Caregiver,alligator+n,"(30,36]",30,1,FALSE
Alex,Caregiver,alligator+n,"(36,42]",36,1,FALSE
Alex,Caregiver,animal+n,"(18,24]",18,1,FALSE
Alex,Caregiver,animal+n,"(30,36]",30,1,FALSE
Alex,Caregiver,ankle+n,"(30,36]",30,1,FALSE
Alex,Caregiver,ant+n,"(18,24]",18,1,FALSE
Alex,Caregiver,ant+n,"(30,36]",30,1,FALSE
Alex,Caregiver,ant+n,"(36,42]",36,1,FALSE
Alex,Caregiver,apple+n,"(18,24]",18,1,FALSE
Alex,Caregiver,apple+n,"(24,30]",24,1,FALSE
Alex,Caregiver,apple+n,"(30,36]",30,1,FALSE
Alex,Caregiver,apple+n,"(36,42]",36,1,FALSE
Alex,Caregiver,arm+n,"(24,30]",24,1,FALSE
Alex,Caregiver,arm+n,"(30,36]",30,3,TRUE
Alex,Caregiver,arm+n,"(36,42]",36,1,FALSE
Alex,Caregiver,around+r,"(18,24]",18,1,FALSE
Alex,Caregiver,around+r,"(24,30]",24,4,TRUE
Alex,Caregiver,around+r,"(30,36]",30,1,FALSE
Alex,Caregiver,around+r,"(36,42]",36,4,TRUE
Alex,Caregiver,asleep+r,"(18,24]",18,1,FALSE
Alex,Caregiver,asleep+r,"(30,36]",30,1,FALSE
Alex,Caregiver,asleep+r,"(36,42]",36,1,FALSE
Alex,Caregiver,awake+a,"(18,24]",18,1,FALSE
Alex,Caregiver,awake+a,"(30,36]",30,1,FALSE
Alex,Caregiver,away+r,"(12,18]",12,1,FALSE
Alex,Caregiver,away+r,"(18,24]",18,2,TRUE
Alex,Caregiver,away+r,"(24,30]",24,3,TRUE
Alex,Caregiver,away+r,"(30,36]",30,3,TRUE
Alex,Caregiver,away+r,"(36,42]",36,5,TRUE
Alex,Caregiver,baby+n,"(18,24]",18,2,TRUE
Alex,Caregiver,baby+n,"(24,30]",24,3,TRUE
Alex,Caregiver,baby+n,"(30,36]",30,3,TRUE
Alex,Caregiver,baby+n,"(36,42]",36,3,TRUE
Alex,Caregiver,back+a,"(36,42]",36,1,FALSE
Alex,Caregiver,back+n,"(36,42]",36,3,TRUE
Alex,Caregiver,back+r,"(18,24]",18,1,FALSE
Alex,Caregiver,back+r,"(24,30]",24,1,FALSE
Alex,Caregiver,back+r,"(30,36]",30,4,TRUE
Alex,Caregiver,back+r,"(36,42]",36,4,TRUE
Alex,Caregiver,ball+n,"(12,18]",12,1,FALSE
Alex,Caregiver,ball+n,"(18,24]",18,3,TRUE
Alex,Caregiver,ball+n,"(24,30]",24,3,TRUE
Alex,Caregiver,ball+n,"(30,36]",30,4,TRUE
Alex,Caregiver,ball+n,"(36,42]",36,3,TRUE
Alex,Caregiver,balloon+n,"(12,18]",12,2,TRUE
Alex,Caregiver,balloon+n,"(18,24]",18,2,TRUE
Alex,Caregiver,balloon+n,"(24,30]",24,1,FALSE
Alex,Caregiver,balloon+n,"(30,36]",30,1,FALSE
Alex,Caregiver,balloon+n,"(36,42]",36,1,FALSE
Alex,Caregiver,banana+n,"(18,24]",18,1,FALSE
Alex,Caregiver,banana+n,"(24,30]",24,1,FALSE
Alex,Caregiver,banana+n,"(30,36]",30,2,TRUE
Alex,Caregiver,banana+n,"(36,42]",36,1,FALSE
Alex,Caregiver,basket+n,"(24,30]",24,1,FALSE
Alex,Caregiver,basket+n,"(30,36]",30,1,FALSE
Alex,Caregiver,basket+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bat+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bat+n,"(18,24]",18,2,TRUE
Alex,Caregiver,bat+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bat+n,"(30,36]",30,2,TRUE
Alex,Caregiver,bat+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bat+v,"(36,42]",36,1,FALSE
Alex,Caregiver,bath+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bath+n,"(30,36]",30,1,FALSE
Alex,Caregiver,beach+n,"(18,24]",18,1,FALSE
Alex,Caregiver,beach+n,"(30,36]",30,1,FALSE
Alex,Caregiver,beach+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bead+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bead+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bean+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bean+n,"(24,30]",24,3,TRUE
Alex,Caregiver,bean+n,"(36,42]",36,3,TRUE
Alex,Caregiver,bear+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bear+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bear+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bear+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bed+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bed+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bee+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bee+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bee+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bee+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bee+n,"(36,42]",36,1,FALSE
Alex,Caregiver,behind+r,"(36,42]",36,1,FALSE
Alex,Caregiver,bench+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bench+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bicycle+n,"(18,24]",18,1,FALSE
Alex,Caregiver,big+a,"(12,18]",12,1,FALSE
Alex,Caregiver,big+a,"(18,24]",18,1,FALSE
Alex,Caregiver,big+a,"(24,30]",24,1,FALSE
Alex,Caregiver,big+a,"(30,36]",30,1,FALSE
Alex,Caregiver,big+a,"(36,42]",36,1,FALSE
Alex,Caregiver,bird+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bird+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bird+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bird+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bite+n,"(18,24]",18,2,TRUE
Alex,Caregiver,bite+n,"(24,30]",24,3,TRUE
Alex,Caregiver,bite+n,"(36,42]",36,2,TRUE
Alex,Caregiver,bite+v,"(18,24]",18,1,FALSE
Alex,Caregiver,bite+v,"(24,30]",24,1,FALSE
Alex,Caregiver,black+a,"(24,30]",24,1,FALSE
Alex,Caregiver,black+a,"(36,42]",36,2,TRUE
Alex,Caregiver,black+n,"(24,30]",24,1,FALSE
Alex,Caregiver,black+n,"(30,36]",30,3,TRUE
Alex,Caregiver,black+n,"(36,42]",36,1,FALSE
Alex,Caregiver,blanket+n,"(24,30]",24,1,FALSE
Alex,Caregiver,blanket+n,"(30,36]",30,1,FALSE
Alex,Caregiver,block+n,"(12,18]",12,1,FALSE
Alex,Caregiver,block+n,"(18,24]",18,1,FALSE
Alex,Caregiver,block+n,"(24,30]",24,2,TRUE
Alex,Caregiver,block+n,"(30,36]",30,2,TRUE
Alex,Caregiver,blow+n,"(18,24]",18,1,FALSE
Alex,Caregiver,blue+a,"(12,18]",12,1,FALSE
Alex,Caregiver,blue+a,"(18,24]",18,1,FALSE
Alex,Caregiver,blue+a,"(24,30]",24,1,FALSE
Alex,Caregiver,blue+a,"(30,36]",30,1,FALSE
Alex,Caregiver,blue+a,"(36,42]",36,1,FALSE
Alex,Caregiver,blue+n,"(18,24]",18,1,FALSE
Alex,Caregiver,blue+n,"(24,30]",24,1,FALSE
Alex,Caregiver,blue+n,"(30,36]",30,1,FALSE
Alex,Caregiver,blue+n,"(36,42]",36,1,FALSE
Alex,Caregiver,boat+n,"(18,24]",18,1,FALSE
Alex,Caregiver,boat+n,"(24,30]",24,1,FALSE
Alex,Caregiver,boat+n,"(30,36]",30,1,FALSE
Alex,Caregiver,boat+n,"(36,42]",36,1,FALSE
Alex,Caregiver,book+n,"(18,24]",18,2,TRUE
Alex,Caregiver,book+n,"(24,30]",24,1,FALSE
Alex,Caregiver,book+n,"(30,36]",30,2,TRUE
Alex,Caregiver,book+n,"(36,42]",36,2,TRUE
Alex,Caregiver,boot+n,"(12,18]",12,1,FALSE
Alex,Caregiver,boot+n,"(18,24]",18,1,FALSE
Alex,Caregiver,boot+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bowl+n,"(18,24]",18,2,TRUE
Alex,Caregiver,bowl+n,"(24,30]",24,3,TRUE
Alex,Caregiver,bowl+n,"(30,36]",30,3,TRUE
Alex,Caregiver,bowl+n,"(36,42]",36,2,TRUE
Alex,Caregiver,box+n,"(18,24]",18,1,FALSE
Alex,Caregiver,box+n,"(24,30]",24,1,FALSE
Alex,Caregiver,box+n,"(30,36]",30,1,FALSE
Alex,Caregiver,boy+n,"(12,18]",12,2,TRUE
Alex,Caregiver,boy+n,"(18,24]",18,3,TRUE
Alex,Caregiver,boy+n,"(24,30]",24,2,TRUE
Alex,Caregiver,boy+n,"(30,36]",30,2,TRUE
Alex,Caregiver,boy+n,"(36,42]",36,2,TRUE
Alex,Caregiver,bread+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bread+n,"(18,24]",18,1,FALSE
Alex,Caregiver,break+v,"(18,24]",18,4,TRUE
Alex,Caregiver,break+v,"(24,30]",24,3,TRUE
Alex,Caregiver,break+v,"(30,36]",30,3,TRUE
Alex,Caregiver,break+v,"(36,42]",36,3,TRUE
Alex,Caregiver,breakfast+n,"(24,30]",24,1,FALSE
Alex,Caregiver,breakfast+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bring+v,"(18,24]",18,2,TRUE
Alex,Caregiver,bring+v,"(24,30]",24,1,FALSE
Alex,Caregiver,bring+v,"(30,36]",30,3,TRUE
Alex,Caregiver,bring+v,"(36,42]",36,2,TRUE
Alex,Caregiver,broom+n,"(24,30]",24,1,FALSE
Alex,Caregiver,brother+n,"(36,42]",36,1,FALSE
Alex,Caregiver,brown+a,"(18,24]",18,1,FALSE
Alex,Caregiver,brown+a,"(24,30]",24,1,FALSE
Alex,Caregiver,brown+a,"(30,36]",30,2,TRUE
Alex,Caregiver,brown+a,"(36,42]",36,1,FALSE
Alex,Caregiver,bubble+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bubble+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bubble+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bubble+n,"(36,42]",36,1,FALSE
Alex,Caregiver,bucket+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bucket+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bucket+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bug+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bug+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bug+n,"(36,42]",36,1,FALSE
Alex,Caregiver,build+v,"(18,24]",18,1,FALSE
Alex,Caregiver,build+v,"(24,30]",24,1,FALSE
Alex,Caregiver,build+v,"(30,36]",30,2,TRUE
Alex,Caregiver,bunny+n,"(18,24]",18,1,FALSE
Alex,Caregiver,bunny+n,"(24,30]",24,1,FALSE
Alex,Caregiver,bunny+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bus+n,"(12,18]",12,1,FALSE
Alex,Caregiver,bus+n,"(24,30]",24,2,TRUE
Alex,Caregiver,bus+n,"(30,36]",30,1,FALSE
Alex,Caregiver,bus+n,"(36,42]",36,1,FALSE
Alex,Caregiver,butter+n,"(18,24]",18,1,FALSE
Alex,Caregiver,butter+n,"(24,30]",24,1,FALSE
Alex,Caregiver,butter+n,"(30,36]",30,1,FALSE
Alex,Caregiver,button+n,"(18,24]",18,1,FALSE
Alex,Caregiver,button+n,"(24,30]",24,1,FALSE
Alex,Caregiver,button+n,"(30,36]",30,1,FALSE
Alex,Caregiver,buy+n,"(18,24]",18,1,FALSE
Alex,Caregiver,buy+v,"(18,24]",18,1,FALSE
Alex,Caregiver,buy+v,"(24,30]",24,1,FALSE
Alex,Caregiver,buy+v,"(30,36]",30,1,FALSE
Alex,Caregiver,buy+v,"(36,42]",36,1,FALSE
Alex,Caregiver,by+r,"(18,24]",18,1,FALSE
Alex,Caregiver,by+r,"(30,36]",30,1,FALSE
Alex,Caregiver,cake+n,"(18,24]",18,1,FALSE
Alex,Caregiver,cake+n,"(24,30]",24,1,FALSE
Alex,Caregiver,cake+n,"(36,42]",36,1,FALSE
Alex,Caregiver,camera+n,"(18,24]",18,1,FALSE
Alex,Caregiver,camera+n,"(30,36]",30,2,TRUE
Alex,Caregiver,camera+n,"(36,42]",36,1,FALSE
Alex,Caregiver,can+n,"(24,30]",24,1,FALSE
Alex,Caregiver,candy+n,"(18,24]",18,1,FALSE
Alex,Caregiver,candy+n,"(30,36]",30,1,FALSE
Alex,Caregiver,candy+n,"(36,42]",36,1,FALSE
Alex,Caregiver,car+n,"(12,18]",12,1,FALSE
Alex,Caregiver,car+n,"(18,24]",18,1,FALSE
Alex,Caregiver,car+n,"(24,30]",24,1,FALSE
Alex,Caregiver,car+n,"(30,36]",30,1,FALSE
Alex,Caregiver,car+n,"(36,42]",36,2,TRUE
Alex,Caregiver,careful+a,"(18,24]",18,1,FALSE
Alex,Caregiver,careful+a,"(24,30]",24,1,FALSE
Alex,Caregiver,careful+a,"(30,36]",30,1,FALSE
Alex,Caregiver,careful+a,"(36,42]",36,1,FALSE
Alex,Caregiver,carrot+n,"(12,18]",12,1,FALSE
Alex,Caregiver,carrot+n,"(30,36]",30,1,FALSE
Alex,Caregiver,carrot+n,"(36,42]",36,2,TRUE
Alex,Caregiver,carry+v,"(18,24]",18,1,FALSE
Alex,Caregiver,carry+v,"(30,36]",30,1,FALSE
Alex,Caregiver,carry+v,"(36,42]",36,2,TRUE
Alex,Caregiver,cat+n,"(18,24]",18,1,FALSE
Alex,Caregiver,cat+n,"(24,30]",24,1,FALSE
Alex,Caregiver,cat+n,"(36,42]",36,1,FALSE
Alex,Caregiver,catch+v,"(18,24]",18,2,TRUE
Alex,Caregiver,catch+v,"(30,36]",30,2,TRUE
Alex,Caregiver,catch+v,"(36,42]",36,1,FALSE
Alex,Caregiver,cereal+n,"(18,24]",18,2,TRUE
Alex,Caregiver,cereal+n,"(24,30]",24,1,FALSE
Alex,Caregiver,chair+n,"(18,24]",18,1,FALSE
Alex,Caregiver,chair+n,"(24,30]",24,1,FALSE
Alex,Caregiver,chair+n,"(30,36]",30,1,FALSE
Alex,Caregiver,chair+n,"(36,42]",36,1,FALSE
Alex,Caregiver,cheese+n,"(24,30]",24,1,FALSE
Alex,Caregiver,cheese+n,"(30,36]",30,1,FALSE
Alex,Caregiver,cheese+n,"(36,42]",36,1,FALSE
Alex,Caregiver,chicken+n,"(24,30]",24,2,TRUE
Alex,Caregiver,chicken+n,"(30,36]",30,1,FALSE
Alex,Caregiver,chicken+n,"(36,42]",36,1,FALSE
Alex,Caregiver,child+n,"(18,24]",18,1,FALSE
Alex,Caregiver,chin+n,"(24,30]",24,1,FALSE
Alex,Caregiver,chin+n,"(30,36]",30,1,FALSE
Alex,Caregiver,chin+n,"(36,42]",36,1,FALSE
Alex,Caregiver,chocolate+n,"(24,30]",24,1,FALSE
Alex,Caregiver,chocolate+n,"(30,36]",30,1,FALSE
Alex,Caregiver,chocolate+n,"(36,42]",36,2,TRUE
Alex,Caregiver,church+n,"(36,42]",36,1,FALSE
Alex,Caregiver,circus+n,"(36,42]",36,3,TRUE
Alex,Caregiver,clap+n,"(30,36]",30,1,FALSE
Alex,Caregiver,clean+a,"(18,24]",18,1,FALSE
Alex,Caregiver,clean+a,"(24,30]",24,1,FALSE
Alex,Caregiver,clean+a,"(30,36]",30,3,TRUE
Alex,Caregiver,clean+a,"(36,42]",36,2,TRUE
Alex,Caregiver,clean+v,"(18,24]",18,3,TRUE
Alex,Caregiver,clean+v,"(24,30]",24,1,FALSE
Alex,Caregiver,clean+v,"(30,36]",30,1,FALSE
Alex,Caregiver,clean+v,"(36,42]",36,6,TRUE
Alex,Caregiver,climb+v,"(30,36]",30,2,TRUE
Alex,Caregiver,clock+n,"(18,24]",18,1,FALSE
Alex,Caregiver,clock+n,"(24,30]",24,1,FALSE
Alex,Caregiver,clock+n,"(30,36]",30,1,FALSE
Alex,Caregiver,close+a,"(18,24]",18,2,TRUE
Alex,Caregiver,close+a,"(24,30]",24,1,FALSE
Alex,Caregiver,close+a,"(30,36]",30,2,TRUE
Alex,Caregiver,close+a,"(36,42]",36,2,TRUE
Alex,Caregiver,close+v,"(24,30]",24,1,FALSE
Alex,Caregiver,close+v,"(30,36]",30,1,FALSE
Alex,Caregiver,close+v,"(36,42]",36,4,TRUE
Alex,Caregiver,cloud+n,"(24,30]",24,1,FALSE
Alex,Caregiver,clown+n,"(18,24]",18,1,FALSE
Alex,Caregiver,coat+n,"(36,42]",36,1,FALSE
Alex,Caregiver,coffee+n,"(30,36]",30,1,FALSE
Alex,Caregiver,coke+n,"(30,36]",30,1,FALSE
Alex,Caregiver,cold+n,"(24,30]",24,2,TRUE
Alex,Caregiver,cold+n,"(36,42]",36,1,FALSE
Alex,Caregiver,comb+n,"(30,36]",30,1,FALSE
Alex,Caregiver,comb+n,"(36,42]",36,1,FALSE
Alex,Caregiver,cook+v,"(24,30]",24,3,TRUE
Alex,Caregiver,cookie+n,"(18,24]",18,1,FALSE
Alex,Caregiver,cookie+n,"(24,30]",24,1,FALSE
Alex,Caregiver,cookie+n,"(30,36]",30,1,FALSE
Alex,Caregiver,cookie+n,"(36,42]",36,1,FALSE
Alex,Caregiver,corn+n,"(36,42]",36,1,FALSE
Alex,Caregiver,couch+n,"(30,36]",30,1,FALSE
Alex,Caregiver,couch+n,"(36,42]",36,1,FALSE
Alex,Caregiver,cover+n,"(18,24]",18,1,FALSE
Alex,Caregiver,cover+v,"(30,36]",30,2,TRUE
Alex,Caregiver,cow+n,"(18,24]",18,2,TRUE
Alex,Caregiver,cow+n,"(30,36]",30,2,TRUE
Alex,Caregiver,cow+n,"(36,42]",36,2,TRUE
Alex,Caregiver,cracker+n,"(18,24]",18,1,FALSE
Alex,Caregiver,crayon+n,"(18,24]",18,1,FALSE
Alex,Caregiver,crayon+n,"(24,30]",24,1,FALSE
Alex,Caregiver,crayon+n,"(30,36]",30,1,FALSE
Alex,Caregiver,crayon+n,"(36,42]",36,1,FALSE
Alex,Caregiver,cry+v,"(18,24]",18,1,FALSE
Alex,Caregiver,cry+v,"(30,36]",30,1,FALSE
Alex,Caregiver,cup+n,"(18,24]",18,2,TRUE
Alex,Caregiver,cup+n,"(24,30]",24,1,FALSE
Alex,Caregiver,cup+n,"(30,36]",30,1,FALSE
Alex,Caregiver,cup+n,"(36,42]",36,4,TRUE
Alex,Caregiver,cut+v,"(24,30]",24,1,FALSE
Alex,Caregiver,cut+v,"(30,36]",30,1,FALSE
Alex,Caregiver,cut+v,"(36,42]",36,1,FALSE
Alex,Caregiver,cute+a,"(12,18]",12,1,FALSE
Alex,Caregiver,cute+a,"(18,24]",18,1,FALSE
Alex,Caregiver,cute+a,"(24,30]",24,2,TRUE
Alex,Caregiver,cute+a,"(30,36]",30,2,TRUE
Alex,Caregiver,cute+a,"(36,42]",36,2,TRUE
Alex,Caregiver,daddy+n,"(18,24]",18,1,FALSE
Alex,Caregiver,daddy+n,"(30,36]",30,1,FALSE
Alex,Caregiver,dance+v,"(18,24]",18,1,FALSE
Alex,Caregiver,dark+a,"(24,30]",24,1,FALSE
Alex,Caregiver,dark+a,"(30,36]",30,2,TRUE
Alex,Caregiver,dark+a,"(36,42]",36,1,FALSE
Alex,Caregiver,day+n,"(18,24]",18,2,TRUE
Alex,Caregiver,day+n,"(30,36]",30,2,TRUE
Alex,Caregiver,day+n,"(36,42]",36,1,FALSE
Alex,Caregiver,diaper+n,"(18,24]",18,1,FALSE
Alex,Caregiver,dinner+n,"(36,42]",36,1,FALSE
Alex,Caregiver,dirty+a,"(18,24]",18,1,FALSE
Alex,Caregiver,dirty+a,"(24,30]",24,1,FALSE
Alex,Caregiver,dirty+a,"(30,36]",30,1,FALSE
Alex,Caregiver,dirty+a,"(36,42]",36,1,FALSE
Alex,Caregiver,dirty+v,"(18,24]",18,1,FALSE
Alex,Caregiver,dirty+v,"(30,36]",30,1,FALSE
Alex,Caregiver,dish+n,"(18,24]",18,1,FALSE
Alex,Caregiver,dish+n,"(24,30]",24,1,FALSE
Alex,Caregiver,dish+n,"(30,36]",30,1,FALSE
Alex,Caregiver,do+v,"(18,24]",18,4,TRUE
Alex,Caregiver,do+v,"(24,30]",24,3,TRUE
Alex,Caregiver,do+v,"(30,36]",30,2,TRUE
Alex,Caregiver,do+v,"(36,42]",36,5,TRUE
Alex,Caregiver,doctor+n,"(12,18]",12,1,FALSE
Alex,Caregiver,dog+n,"(18,24]",18,1,FALSE
Alex,Caregiver,dog+n,"(24,30]",24,1,FALSE
Alex,Caregiver,dog+n,"(30,36]",30,1,FALSE
Alex,Caregiver,dog+n,"(36,42]",36,1,FALSE
Alex,Caregiver,doll+n,"(30,36]",30,1,FALSE
Alex,Caregiver,donkey+n,"(18,24]",18,1,FALSE
Alex,Caregiver,donut+n,"(30,36]",30,1,FALSE
Alex,Caregiver,donut+n,"(36,42]",36,1,FALSE
Alex,Caregiver,door+n,"(18,24]",18,1,FALSE
Alex,Caregiver,door+n,"(24,30]",24,1,FALSE
Alex,Caregiver,door+n,"(30,36]",30,2,TRUE
Alex,Caregiver,door+n,"(36,42]",36,1,FALSE
Alex,Caregiver,down+r,"(12,18]",12,1,FALSE
Alex,Caregiver,down+r,"(18,24]",18,1,FALSE
Alex,Caregiver,down+r,"(24,30]",24,1,FALSE
Alex,Caregiver,down+r,"(30,36]",30,2,TRUE
Alex,Caregiver,down+r,"(36,42]",36,2,TRUE
Alex,Caregiver,draw+v,"(18,24]",18,1,FALSE
Alex,Caregiver,draw+v,"(30,36]",30,1,FALSE
Alex,Caregiver,draw+v,"(36,42]",36,3,TRUE
Alex,Caregiver,drawer+n,"(18,24]",18,1,FALSE
Alex,Caregiver,drawer+n,"(24,30]",24,1,FALSE
Alex,Caregiver,drawer+n,"(30,36]",30,1,FALSE
Alex,Caregiver,drive+v,"(18,24]",18,1,FALSE
Alex,Caregiver,drive+v,"(30,36]",30,1,FALSE
Alex,Caregiver,drive+v,"(36,42]",36,1,FALSE
Alex,Caregiver,drop+v,"(18,24]",18,1,FALSE
Alex,Caregiver,drop+v,"(24,30]",24,2,TRUE
Alex,Caregiver,drop+v,"(30,36]",30,1,FALSE
Alex,Caregiver,drop+v,"(36,42]",36,2,TRUE
Alex,Caregiver,dry+a,"(18,24]",18,1,FALSE
Alex,Caregiver,dry+v,"(18,24]",18,1,FALSE
Alex,Caregiver,dry+v,"(30,36]",30,1,FALSE
Alex,Caregiver,dry+v,"(36,42]",36,1,FALSE
Alex,Caregiver,duck+n,"(18,24]",18,1,FALSE
Alex,Caregiver,duck+n,"(24,30]",24,1,FALSE
Alex,Caregiver,duck+n,"(30,36]",30,1,FALSE
Alex,Caregiver,duck+n,"(36,42]",36,1,FALSE
Alex,Caregiver,dump+n,"(30,36]",30,1,FALSE
Alex,Caregiver,dump+v,"(18,24]",18,1,FALSE
Alex,Caregiver,dump+v,"(24,30]",24,1,FALSE
Alex,Caregiver,dump+v,"(30,36]",30,1,FALSE
Alex,Caregiver,dump+v,"(36,42]",36,1,FALSE
Alex,Caregiver,ear+n,"(30,36]",30,3,TRUE
Alex,Caregiver,ear+n,"(36,42]",36,2,TRUE
Alex,Caregiver,eat+v,"(18,24]",18,2,TRUE
Alex,Caregiver,eat+v,"(24,30]",24,1,FALSE
Alex,Caregiver,eat+v,"(30,36]",30,2,TRUE
Alex,Caregiver,eat+v,"(36,42]",36,3,TRUE
Alex,Caregiver,egg+n,"(18,24]",18,2,TRUE
Alex,Caregiver,egg+n,"(24,30]",24,2,TRUE
Alex,Caregiver,egg+n,"(30,36]",30,2,TRUE
Alex,Caregiver,egg+n,"(36,42]",36,2,TRUE
Alex,Caregiver,elephant+n,"(12,18]",12,1,FALSE
Alex,Caregiver,elephant+n,"(18,24]",18,1,FALSE
Alex,Caregiver,elephant+n,"(24,30]",24,1,FALSE
Alex,Caregiver,elephant+n,"(30,36]",30,1,FALSE
Alex,Caregiver,elephant+n,"(36,42]",36,1,FALSE
Alex,Caregiver,empty+a,"(12,18]",12,1,FALSE
Alex,Caregiver,empty+a,"(18,24]",18,1,FALSE
Alex,Caregiver,empty+v,"(24,30]",24,1,FALSE
Alex,Caregiver,eye+n,"(18,24]",18,1,FALSE
Alex,Caregiver,eye+n,"(24,30]",24,1,FALSE
Alex,Caregiver,eye+n,"(30,36]",30,1,FALSE
Alex,Caregiver,eye+n,"(36,42]",36,2,TRUE
Alex,Caregiver,face+n,"(12,18]",12,1,FALSE
Alex,Caregiver,face+n,"(18,24]",18,2,TRUE
Alex,Caregiver,face+n,"(24,30]",24,3,TRUE
Alex,Caregiver,face+n,"(30,36]",30,1,FALSE
Alex,Caregiver,face+n,"(36,42]",36,4,TRUE
Alex,Caregiver,fall+n,"(24,30]",24,1,FALSE
Alex,Caregiver,fall+n,"(36,42]",36,1,FALSE
Alex,Caregiver,fall+v,"(18,24]",18,2,TRUE
Alex,Caregiver,fall+v,"(24,30]",24,1,FALSE
Alex,Caregiver,fall+v,"(30,36]",30,2,TRUE
Alex,Caregiver,fall+v,"(36,42]",36,2,TRUE
Alex,Caregiver,farm+n,"(12,18]",12,1,FALSE
Alex,Caregiver,farm+n,"(18,24]",18,1,FALSE
Alex,Caregiver,farm+n,"(30,36]",30,1,FALSE
Alex,Caregiver,farm+n,"(36,42]",36,1,FALSE
Alex,Caregiver,farm+v,"(36,42]",36,1,FALSE
Alex,Caregiver,fast+a,"(18,24]",18,1,FALSE
Alex,Caregiver,fast+r,"(18,24]",18,1,FALSE
Alex,Caregiver,fast+r,"(30,36]",30,1,FALSE
Alex,Caregiver,fast+r,"(36,42]",36,1,FALSE
Alex,Caregiver,find+v,"(12,18]",12,1,FALSE
Alex,Caregiver,find+v,"(18,24]",18,4,TRUE
Alex,Caregiver,find+v,"(24,30]",24,3,TRUE
Alex,Caregiver,find+v,"(30,36]",30,4,TRUE
Alex,Caregiver,find+v,"(36,42]",36,5,TRUE
Alex,Caregiver,fine+a,"(18,24]",18,1,FALSE
Alex,Caregiver,fine+a,"(24,30]",24,1,FALSE
Alex,Caregiver,fine+a,"(30,36]",30,1,FALSE
Alex,Caregiver,fine+a,"(36,42]",36,1,FALSE
Alex,Caregiver,finger+n,"(24,30]",24,1,FALSE
Alex,Caregiver,finger+n,"(30,36]",30,1,FALSE
Alex,Caregiver,finger+n,"(36,42]",36,1,FALSE
Alex,Caregiver,finish+v,"(18,24]",18,2,TRUE
Alex,Caregiver,finish+v,"(24,30]",24,1,FALSE
Alex,Caregiver,finish+v,"(30,36]",30,2,TRUE
Alex,Caregiver,finish+v,"(36,42]",36,2,TRUE
Alex,Caregiver,first+a,"(18,24]",18,1,FALSE
Alex,Caregiver,first+a,"(24,30]",24,1,FALSE
Alex,Caregiver,first+a,"(30,36]",30,1,FALSE
Alex,Caregiver,first+a,"(36,42]",36,2,TRUE
Alex,Caregiver,first+r,"(18,24]",18,1,FALSE
Alex,Caregiver,first+r,"(24,30]",24,1,FALSE
Alex,Caregiver,first+r,"(30,36]",30,1,FALSE
Alex,Caregiver,first+r,"(36,42]",36,3,TRUE
