target_child_name,speaker_role,type,grouped_age_interval,start_age_in_months,num_senses,multiple_senses
Carl,Child,finish+v,"(30,36]",30,1,FALSE
Carl,Child,first+a,"(18,24]",18,1,FALSE
Carl,Child,first+r,"(24,30]",24,1,FALSE
Carl,Child,fit+v,"(24,30]",24,1,FALSE
Carl,Child,fit+v,"(30,36]",30,2,TRUE
Carl,Child,fix+v,"(18,24]",18,1,FALSE
Carl,Child,fix+v,"(24,30]",24,1,FALSE
Carl,Child,fix+v,"(30,36]",30,1,FALSE
Carl,Child,flag+n,"(24,30]",24,1,FALSE
Carl,Child,flower+n,"(24,30]",24,1,FALSE
Carl,Child,flower+n,"(30,36]",30,1,FALSE
Carl,Child,food+n,"(18,24]",18,2,TRUE
Carl,Child,food+n,"(24,30]",24,1,FALSE
Carl,Child,food+n,"(30,36]",30,1,FALSE
Carl,Child,foot+n,"(18,24]",18,1,FALSE
Carl,Child,foot+n,"(24,30]",24,2,TRUE
Carl,Child,garage+n,"(24,30]",24,1,FALSE
Carl,Child,garage+n,"(30,36]",30,1,FALSE
Carl,Child,garden+n,"(24,30]",24,1,FALSE
Carl,Child,garden+n,"(30,36]",30,1,FALSE
Carl,Child,get+v,"(18,24]",18,1,FALSE
Carl,Child,get+v,"(24,30]",24,2,TRUE
Carl,Child,giraffe+n,"(18,24]",18,1,FALSE
Carl,Child,giraffe+n,"(30,36]",30,1,FALSE
Carl,Child,girl+n,"(18,24]",18,1,FALSE
Carl,Child,give+v,"(24,30]",24,1,FALSE
Carl,Child,go+v,"(18,24]",18,3,TRUE
Carl,Child,go+v,"(24,30]",24,2,TRUE
Carl,Child,go+v,"(30,36]",30,2,TRUE
Carl,Child,good+a,"(24,30]",24,1,FALSE
Carl,Child,good+a,"(30,36]",30,1,FALSE
Carl,Child,grass+n,"(24,30]",24,1,FALSE
Carl,Child,green+a,"(18,24]",18,1,FALSE
Carl,Child,green+a,"(30,36]",30,1,FALSE
Carl,Child,green+n,"(24,30]",24,1,FALSE
Carl,Child,green+n,"(30,36]",30,1,FALSE
Carl,Child,hair+n,"(18,24]",18,1,FALSE
Carl,Child,hand+n,"(18,24]",18,1,FALSE
Carl,Child,hand+n,"(24,30]",24,1,FALSE
Carl,Child,happy+a,"(18,24]",18,1,FALSE
Carl,Child,happy+a,"(24,30]",24,2,TRUE
Carl,Child,happy+a,"(30,36]",30,1,FALSE
Carl,Child,hard+r,"(24,30]",24,1,FALSE
Carl,Child,hat+n,"(18,24]",18,1,FALSE
Carl,Child,hat+n,"(30,36]",30,1,FALSE
Carl,Child,have+v,"(18,24]",18,1,FALSE
Carl,Child,have+v,"(24,30]",24,1,FALSE
Carl,Child,have+v,"(30,36]",30,1,FALSE
Carl,Child,head+n,"(18,24]",18,1,FALSE
Carl,Child,head+n,"(24,30]",24,1,FALSE
Carl,Child,head+n,"(30,36]",30,1,FALSE
Carl,Child,hear+v,"(24,30]",24,1,FALSE
Carl,Child,heavy+a,"(24,30]",24,1,FALSE
Carl,Child,heavy+a,"(30,36]",30,1,FALSE
Carl,Child,helicopter+n,"(18,24]",18,1,FALSE
Carl,Child,helicopter+n,"(24,30]",24,1,FALSE
Carl,Child,hello+n,"(24,30]",24,1,FALSE
Carl,Child,help+v,"(18,24]",18,1,FALSE
Carl,Child,help+v,"(24,30]",24,1,FALSE
Carl,Child,help+v,"(30,36]",30,1,FALSE
Carl,Child,hen+n,"(30,36]",30,1,FALSE
Carl,Child,here+r,"(18,24]",18,1,FALSE
Carl,Child,here+r,"(24,30]",24,2,TRUE
Carl,Child,here+r,"(30,36]",30,1,FALSE
Carl,Child,hide+v,"(24,30]",24,1,FALSE
Carl,Child,high+a,"(18,24]",18,1,FALSE
Carl,Child,hit+v,"(30,36]",30,2,TRUE
Carl,Child,hold+v,"(24,30]",24,1,FALSE
Carl,Child,home+n,"(24,30]",24,2,TRUE
Carl,Child,home+r,"(24,30]",24,1,FALSE
Carl,Child,horse+n,"(18,24]",18,1,FALSE
Carl,Child,horse+n,"(24,30]",24,1,FALSE
Carl,Child,horse+n,"(30,36]",30,1,FALSE
Carl,Child,hot+a,"(24,30]",24,1,FALSE
Carl,Child,house+n,"(18,24]",18,1,FALSE
Carl,Child,house+n,"(24,30]",24,2,TRUE
Carl,Child,hug+n,"(24,30]",24,1,FALSE
Carl,Child,hungry+a,"(24,30]",24,1,FALSE
Carl,Child,hurt+v,"(24,30]",24,1,FALSE
Carl,Child,in+r,"(18,24]",18,1,FALSE
Carl,Child,in+r,"(24,30]",24,1,FALSE
Carl,Child,in+r,"(30,36]",30,1,FALSE
Carl,Child,inside+a,"(18,24]",18,1,FALSE
Carl,Child,inside+r,"(18,24]",18,1,FALSE
Carl,Child,juice+n,"(18,24]",18,1,FALSE
Carl,Child,jump+n,"(18,24]",18,1,FALSE
Carl,Child,jump+n,"(24,30]",24,1,FALSE
Carl,Child,jump+v,"(24,30]",24,1,FALSE
Carl,Child,jump+v,"(30,36]",30,1,FALSE
Carl,Child,kick+v,"(30,36]",30,1,FALSE
Carl,Child,kiss+n,"(18,24]",18,1,FALSE
Carl,Child,kiss+v,"(24,30]",24,1,FALSE
Carl,Child,knee+n,"(18,24]",18,1,FALSE
Carl,Child,knock+v,"(30,36]",30,1,FALSE
Carl,Child,ladder+n,"(24,30]",24,1,FALSE
Carl,Child,lady+n,"(18,24]",18,1,FALSE
Carl,Child,later+r,"(24,30]",24,1,FALSE
Carl,Child,leg+n,"(18,24]",18,1,FALSE
Carl,Child,leg+n,"(24,30]",24,1,FALSE
Carl,Child,lion+n,"(18,24]",18,1,FALSE
Carl,Child,lion+n,"(24,30]",24,1,FALSE
Carl,Child,lion+n,"(30,36]",30,1,FALSE
Carl,Child,lollipop+n,"(18,24]",18,1,FALSE
Carl,Child,look+v,"(18,24]",18,1,FALSE
Carl,Child,make+v,"(18,24]",18,2,TRUE
Carl,Child,make+v,"(24,30]",24,1,FALSE
Carl,Child,make+v,"(30,36]",30,1,FALSE
Carl,Child,man+n,"(18,24]",18,3,TRUE
Carl,Child,man+n,"(24,30]",24,1,FALSE
Carl,Child,milk+n,"(18,24]",18,1,FALSE
Carl,Child,milk+n,"(24,30]",24,1,FALSE
Carl,Child,moon+n,"(18,24]",18,1,FALSE
Carl,Child,moon+n,"(24,30]",24,1,FALSE
Carl,Child,more+r,"(24,30]",24,1,FALSE
Carl,Child,morning+n,"(24,30]",24,1,FALSE
Carl,Child,mouse+n,"(18,24]",18,1,FALSE
Carl,Child,mouse+n,"(24,30]",24,1,FALSE
Carl,Child,mouth+n,"(18,24]",18,2,TRUE
Carl,Child,mouth+n,"(24,30]",24,2,TRUE
Carl,Child,mouth+n,"(30,36]",30,1,FALSE
Carl,Child,naughty+a,"(18,24]",18,1,FALSE
Carl,Child,naughty+a,"(24,30]",24,1,FALSE
Carl,Child,naughty+a,"(30,36]",30,1,FALSE
Carl,Child,need+v,"(18,24]",18,1,FALSE
Carl,Child,need+v,"(24,30]",24,2,TRUE
Carl,Child,need+v,"(30,36]",30,1,FALSE
Carl,Child,nice+a,"(18,24]",18,2,TRUE
Carl,Child,nice+a,"(24,30]",24,1,FALSE
Carl,Child,nice+a,"(30,36]",30,1,FALSE
Carl,Child,nose+n,"(18,24]",18,1,FALSE
Carl,Child,nose+n,"(24,30]",24,1,FALSE
Carl,Child,nose+n,"(30,36]",30,1,FALSE
Carl,Child,now+r,"(18,24]",18,2,TRUE
Carl,Child,now+r,"(24,30]",24,2,TRUE
Carl,Child,now+r,"(30,36]",30,1,FALSE
Carl,Child,off+r,"(18,24]",18,1,FALSE
Carl,Child,on+r,"(18,24]",18,2,TRUE
Carl,Child,on+r,"(24,30]",24,1,FALSE
Carl,Child,out+r,"(18,24]",18,1,FALSE
Carl,Child,out+r,"(24,30]",24,1,FALSE
Carl,Child,outside+r,"(18,24]",18,1,FALSE
Carl,Child,outside+r,"(24,30]",24,1,FALSE
Carl,Child,over+r,"(18,24]",18,2,TRUE
Carl,Child,over+r,"(24,30]",24,1,FALSE
Carl,Child,over+r,"(30,36]",30,2,TRUE
Carl,Child,paint+n,"(18,24]",18,1,FALSE
Carl,Child,paper+n,"(18,24]",18,1,FALSE
Carl,Child,paper+n,"(24,30]",24,1,FALSE
Carl,Child,paper+n,"(30,36]",30,2,TRUE
Carl,Child,park+n,"(24,30]",24,1,FALSE
Carl,Child,party+n,"(18,24]",18,1,FALSE
Carl,Child,party+n,"(24,30]",24,1,FALSE
Carl,Child,pen+n,"(18,24]",18,1,FALSE
Carl,Child,pen+n,"(30,36]",30,1,FALSE
Carl,Child,penguin+n,"(18,24]",18,1,FALSE
Carl,Child,penguin+n,"(24,30]",24,1,FALSE
Carl,Child,penny+n,"(18,24]",18,2,TRUE
Carl,Child,picture+n,"(24,30]",24,2,TRUE
Carl,Child,picture+n,"(30,36]",30,2,TRUE
Carl,Child,pig+n,"(18,24]",18,1,FALSE
Carl,Child,pig+n,"(24,30]",24,1,FALSE
Carl,Child,play+n,"(24,30]",24,1,FALSE
Carl,Child,play+v,"(18,24]",18,1,FALSE
Carl,Child,play+v,"(24,30]",24,1,FALSE
Carl,Child,pool+n,"(24,30]",24,1,FALSE
Carl,Child,pool+n,"(30,36]",30,1,FALSE
Carl,Child,potato+n,"(24,30]",24,1,FALSE
Carl,Child,present+n,"(24,30]",24,1,FALSE
Carl,Child,pull+v,"(24,30]",24,3,TRUE
Carl,Child,pull+v,"(30,36]",30,2,TRUE
Carl,Child,push+n,"(18,24]",18,1,FALSE
Carl,Child,push+n,"(30,36]",30,1,FALSE
Carl,Child,push+v,"(24,30]",24,1,FALSE
Carl,Child,push+v,"(30,36]",30,1,FALSE
Carl,Child,put+v,"(18,24]",18,1,FALSE
Carl,Child,put+v,"(24,30]",24,1,FALSE
Carl,Child,rain+n,"(18,24]",18,1,FALSE
Carl,Child,read+v,"(18,24]",18,2,TRUE
Carl,Child,read+v,"(24,30]",24,2,TRUE
Carl,Child,read+v,"(30,36]",30,1,FALSE
Carl,Child,red+a,"(18,24]",18,1,FALSE
Carl,Child,red+a,"(24,30]",24,1,FALSE
Carl,Child,red+n,"(18,24]",18,1,FALSE
Carl,Child,red+n,"(24,30]",24,1,FALSE
Carl,Child,red+n,"(30,36]",30,1,FALSE
Carl,Child,ride+n,"(18,24]",18,1,FALSE
Carl,Child,roof+n,"(24,30]",24,1,FALSE
Carl,Child,run+v,"(24,30]",24,2,TRUE
Carl,Child,run+v,"(30,36]",30,2,TRUE
Carl,Child,sad+a,"(18,24]",18,1,FALSE
Carl,Child,sad+a,"(24,30]",24,1,FALSE
Carl,Child,sandwich+n,"(24,30]",24,1,FALSE
Carl,Child,say+v,"(24,30]",24,5,TRUE
Carl,Child,say+v,"(30,36]",30,1,FALSE
Carl,Child,see+v,"(18,24]",18,2,TRUE
Carl,Child,see+v,"(24,30]",24,1,FALSE
Carl,Child,sheep+n,"(18,24]",18,1,FALSE
Carl,Child,sheep+n,"(24,30]",24,1,FALSE
Carl,Child,shoe+n,"(18,24]",18,1,FALSE
Carl,Child,shoe+n,"(24,30]",24,1,FALSE
Carl,Child,show+v,"(24,30]",24,1,FALSE
Carl,Child,sing+v,"(24,30]",24,1,FALSE
Carl,Child,sit+v,"(18,24]",18,2,TRUE
Carl,Child,sky+n,"(24,30]",24,1,FALSE
Carl,Child,sky+n,"(30,36]",30,1,FALSE
Carl,Child,sleep+n,"(24,30]",24,1,FALSE
Carl,Child,sleep+n,"(30,36]",30,1,FALSE
Carl,Child,sleep+v,"(30,36]",30,1,FALSE
Carl,Child,snow+n,"(18,24]",18,1,FALSE
Carl,Child,sock+n,"(18,24]",18,1,FALSE
Carl,Child,sock+n,"(24,30]",24,1,FALSE
Carl,Child,sock+n,"(30,36]",30,1,FALSE
Carl,Child,spoon+n,"(18,24]",18,1,FALSE
Carl,Child,squirrel+n,"(18,24]",18,1,FALSE
Carl,Child,stair+n,"(24,30]",24,1,FALSE
Carl,Child,stand+v,"(24,30]",24,2,TRUE
Carl,Child,star+n,"(18,24]",18,1,FALSE
Carl,Child,star+n,"(24,30]",24,1,FALSE
Carl,Child,star+n,"(30,36]",30,1,FALSE
Carl,Child,stick+n,"(18,24]",18,1,FALSE
Carl,Child,stick+v,"(18,24]",18,1,FALSE
Carl,Child,stick+v,"(24,30]",24,1,FALSE
Carl,Child,stick+v,"(30,36]",30,2,TRUE
Carl,Child,stop+n,"(24,30]",24,1,FALSE
Carl,Child,stop+v,"(18,24]",18,1,FALSE
Carl,Child,stop+v,"(24,30]",24,3,TRUE
Carl,Child,stop+v,"(30,36]",30,2,TRUE
Carl,Child,story+n,"(30,36]",30,1,FALSE
Carl,Child,sun+n,"(24,30]",24,1,FALSE
Carl,Child,swim+v,"(30,36]",30,1,FALSE
Carl,Child,table+n,"(24,30]",24,1,FALSE
Carl,Child,table+n,"(30,36]",30,1,FALSE
Carl,Child,take+v,"(18,24]",18,1,FALSE
Carl,Child,take+v,"(24,30]",24,3,TRUE
Carl,Child,take+v,"(30,36]",30,1,FALSE
Carl,Child,tape+n,"(24,30]",24,1,FALSE
Carl,Child,there+r,"(18,24]",18,3,TRUE
Carl,Child,there+r,"(24,30]",24,1,FALSE
Carl,Child,there+r,"(30,36]",30,1,FALSE
Carl,Child,throw+v,"(30,36]",30,1,FALSE
Carl,Child,tiger+n,"(18,24]",18,1,FALSE
Carl,Child,tiger+n,"(24,30]",24,1,FALSE
Carl,Child,tiger+n,"(30,36]",30,1,FALSE
Carl,Child,time+n,"(24,30]",24,2,TRUE
Carl,Child,tiny+a,"(24,30]",24,1,FALSE
Carl,Child,tiny+a,"(30,36]",30,1,FALSE
Carl,Child,toast+n,"(24,30]",24,1,FALSE
Carl,Child,too+r,"(18,24]",18,1,FALSE
Carl,Child,too+r,"(24,30]",24,1,FALSE
Carl,Child,too+r,"(30,36]",30,1,FALSE
Carl,Child,tractor+n,"(18,24]",18,1,FALSE
Carl,Child,tractor+n,"(24,30]",24,1,FALSE
Carl,Child,train+n,"(18,24]",18,1,FALSE
Carl,Child,train+n,"(24,30]",24,1,FALSE
Carl,Child,train+n,"(30,36]",30,1,FALSE
Carl,Child,tree+n,"(18,24]",18,1,FALSE
Carl,Child,tree+n,"(24,30]",24,1,FALSE
Carl,Child,tree+n,"(30,36]",30,1,FALSE
Carl,Child,truck+n,"(18,24]",18,1,FALSE
Carl,Child,truck+n,"(24,30]",24,1,FALSE
Carl,Child,truck+n,"(30,36]",30,1,FALSE
Carl,Child,try+v,"(24,30]",24,2,TRUE
Carl,Child,try+v,"(30,36]",30,1,FALSE
Carl,Child,under+r,"(18,24]",18,1,FALSE
Carl,Child,under+r,"(24,30]",24,1,FALSE
Carl,Child,under+r,"(30,36]",30,1,FALSE
Carl,Child,up+r,"(18,24]",18,1,FALSE
Carl,Child,up+r,"(24,30]",24,1,FALSE
Carl,Child,up+r,"(30,36]",30,1,FALSE
Carl,Child,wait+v,"(24,30]",24,1,FALSE
Carl,Child,wake+v,"(30,36]",30,1,FALSE
Carl,Child,walk+n,"(18,24]",18,2,TRUE
Carl,Child,walk+n,"(24,30]",24,1,FALSE
Carl,Child,wash+n,"(18,24]",18,1,FALSE
Carl,Child,wash+n,"(24,30]",24,1,FALSE
Carl,Child,wash+n,"(30,36]",30,1,FALSE
Carl,Child,wash+v,"(18,24]",18,1,FALSE
Carl,Child,wash+v,"(24,30]",24,1,FALSE
Carl,Child,water+n,"(30,36]",30,1,FALSE
Carl,Child,wet+a,"(30,36]",30,1,FALSE
Carl,Child,white+a,"(24,30]",24,1,FALSE
Carl,Child,white+a,"(30,36]",30,1,FALSE
Carl,Child,white+n,"(18,24]",18,1,FALSE
Carl,Child,white+n,"(30,36]",30,1,FALSE
Carl,Child,wind+n,"(24,30]",24,1,FALSE
Carl,Child,window+n,"(18,24]",18,3,TRUE
Carl,Child,window+n,"(24,30]",24,2,TRUE
Carl,Child,window+n,"(30,36]",30,1,FALSE
Carl,Child,wipe+n,"(24,30]",24,1,FALSE
Carl,Child,wipe+n,"(30,36]",30,1,FALSE
Carl,Child,wipe+v,"(30,36]",30,1,FALSE
Carl,Child,yellow+a,"(24,30]",24,1,FALSE
Carl,Child,yellow+n,"(18,24]",18,1,FALSE
Carl,Child,yellow+n,"(24,30]",24,1,FALSE
Carl,Child,yellow+n,"(30,36]",30,1,FALSE
CHI,Caregiver,ball+n,"(30,36]",30,1,FALSE
CHI,Caregiver,flower+n,"(30,36]",30,1,FALSE
CHI,Caregiver,head+n,"(30,36]",30,1,FALSE
CHI,Caregiver,heavy+a,"(30,36]",30,1,FALSE
CHI,Caregiver,love+n,"(30,36]",30,1,FALSE
CHI,Caregiver,put+v,"(30,36]",30,1,FALSE
CHI,Caregiver,shake+v,"(30,36]",30,1,FALSE
CHI,Caregiver,sheep+n,"(30,36]",30,1,FALSE
CHI,Caregiver,stick+n,"(30,36]",30,1,FALSE
CHI,Caregiver,strawberry+n,"(30,36]",30,1,FALSE
CHI,Child,ball+n,"(30,36]",30,1,FALSE
CHI,Child,coffee+n,"(30,36]",30,1,FALSE
CHI,Child,cup+n,"(30,36]",30,1,FALSE
CHI,Child,flower+n,"(30,36]",30,1,FALSE
CHI,Child,heavy+a,"(30,36]",30,1,FALSE
CHI,Child,put+v,"(30,36]",30,1,FALSE
CHI,Child,sheep+n,"(30,36]",30,1,FALSE
CHI,Child,strawberry+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,all+r,"(24,30]",24,1,FALSE
Dominic,Caregiver,all+r,"(30,36]",30,1,FALSE
Dominic,Caregiver,animal+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,animal+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,animal+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,apple+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,arm+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,away+r,"(18,24]",18,1,FALSE
Dominic,Caregiver,away+r,"(24,30]",24,3,TRUE
Dominic,Caregiver,away+r,"(30,36]",30,2,TRUE
Dominic,Caregiver,back+r,"(18,24]",18,1,FALSE
Dominic,Caregiver,back+r,"(24,30]",24,1,FALSE
Dominic,Caregiver,back+r,"(30,36]",30,1,FALSE
Dominic,Caregiver,bad+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,ball+n,"(24,30]",24,2,TRUE
Dominic,Caregiver,balloon+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,banana+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,banana+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,banana+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,basket+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,basket+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,basket+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,bed+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,behind+r,"(24,30]",24,1,FALSE
Dominic,Caregiver,behind+r,"(30,36]",30,1,FALSE
Dominic,Caregiver,big+a,"(18,24]",18,1,FALSE
Dominic,Caregiver,big+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,big+a,"(30,36]",30,1,FALSE
Dominic,Caregiver,bite+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,black+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,black+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,black+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,blow+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,blue+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,blue+a,"(30,36]",30,1,FALSE
Dominic,Caregiver,blue+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,book+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,book+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,book+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,bottle+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,bottle+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,bowl+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,box+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,box+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,box+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,boy+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,bread+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,bread+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,bread+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,break+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,break+v,"(30,36]",30,2,TRUE
Dominic,Caregiver,breakfast+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,breakfast+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,bring+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,bring+v,"(24,30]",24,2,TRUE
Dominic,Caregiver,bring+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,brother+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,brother+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,brown+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,bucket+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,build+v,"(18,24]",18,2,TRUE
Dominic,Caregiver,build+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,build+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,bus+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,bus+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,bus+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,button+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,buy+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,buy+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,car+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,car+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,car+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,careful+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,careful+a,"(30,36]",30,1,FALSE
Dominic,Caregiver,cat+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,cat+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,catch+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,chair+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,chalk+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,chalk+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,cheese+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,cheese+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,cheese+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,child+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,child+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,child+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,chip+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,chip+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,chocolate+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,chocolate+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,chocolate+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,cloud+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,coke+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,cow+n,"(18,24]",18,2,TRUE
Dominic,Caregiver,cow+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,cow+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,cry+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,cry+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,cut+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,daddy+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,daddy+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,daddy+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,day+n,"(24,30]",24,3,TRUE
Dominic,Caregiver,day+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,dinner+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,dinner+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,do+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,do+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,dog+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,dog+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,dog+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,doll+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,doll+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,door+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,door+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,down+r,"(18,24]",18,1,FALSE
Dominic,Caregiver,down+r,"(24,30]",24,1,FALSE
Dominic,Caregiver,down+r,"(30,36]",30,1,FALSE
Dominic,Caregiver,draw+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,draw+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,drawer+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,drive+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,drive+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,drop+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,duck+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,duck+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,ear+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,eat+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,eat+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,eat+v,"(30,36]",30,2,TRUE
Dominic,Caregiver,egg+n,"(18,24]",18,2,TRUE
Dominic,Caregiver,egg+n,"(24,30]",24,2,TRUE
Dominic,Caregiver,elephant+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,elephant+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,elephant+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,empty+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,eye+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,eye+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,face+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,face+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,fall+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,fall+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,farm+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,farm+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,fast+r,"(24,30]",24,1,FALSE
Dominic,Caregiver,find+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,find+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,fine+r,"(30,36]",30,1,FALSE
Dominic,Caregiver,finger+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,finger+n,"(30,36]",30,1,FALSE
Dominic,Caregiver,finish+v,"(24,30]",24,2,TRUE
Dominic,Caregiver,finish+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,first+a,"(24,30]",24,1,FALSE
Dominic,Caregiver,first+a,"(30,36]",30,1,FALSE
Dominic,Caregiver,fit+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,fit+v,"(24,30]",24,1,FALSE
Dominic,Caregiver,fit+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,fix+v,"(18,24]",18,1,FALSE
Dominic,Caregiver,fix+v,"(24,30]",24,2,TRUE
Dominic,Caregiver,fix+v,"(30,36]",30,1,FALSE
Dominic,Caregiver,food+n,"(18,24]",18,1,FALSE
Dominic,Caregiver,food+n,"(24,30]",24,1,FALSE
Dominic,Caregiver,food+n,"(30,36]",30,1,FALSE
